New fit: SimFull
N = 100000
loglh: 2742404.00, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5511384.55, a 0.462, phi 0.741, a1 0.748, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511384.54, a 0.462, phi 0.741, a1 0.748, a2 -0.752, xip 0.798, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.741, a1 0.748, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511384.55, a 0.462, phi 0.741, a1 0.748, a2 -0.752, xip 0.809, xin -0.801
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.468, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.54, a 0.455, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.758, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.722, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.754, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.741, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.54, a 0.462, phi 0.740, a1 0.748, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.759, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511384.54, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.798, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.801
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.468, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.54, a 0.455, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.758, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.722, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.754, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.741, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511384.54, a 0.462, phi 0.740, a1 0.748, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.759, xip 0.809, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511384.54, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.798, xin -0.790
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511384.55, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.801
loglh: 5511383.29, a 0.463, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.28, a 0.460, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.24, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.23, a 0.461, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.29, a 0.462, phi 0.744, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.28, a 0.462, phi 0.737, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.24, a 0.462, phi 0.741, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.29, a 0.462, phi 0.740, a1 0.749, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.28, a 0.462, phi 0.740, a1 0.746, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.24, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.747, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.28, a 0.462, phi 0.740, a1 0.748, a2 -0.751, xip 0.809, xin -0.790
loglh: 5511383.29, a 0.462, phi 0.740, a1 0.748, a2 -0.754, xip 0.809, xin -0.790
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.24, a 0.462, phi 0.740, a1 0.748, a2 -0.753, xip 0.809, xin -0.790
loglh: 5511383.29, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.811, xin -0.790
loglh: 5511383.28, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.807, xin -0.790
loglh: 5511383.24, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.810, xin -0.790
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511383.28, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.788
loglh: 5511383.29, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.792
loglh: 5511383.23, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.789
loglh: 5511383.24, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511385.36, a 0.468, phi 0.758, a1 0.748, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511386.31, a 0.468, phi 0.740, a1 0.754, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511385.42, a 0.468, phi 0.740, a1 0.748, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511386.18, a 0.468, phi 0.740, a1 0.748, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511385.57, a 0.468, phi 0.740, a1 0.748, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511386.28, a 0.462, phi 0.758, a1 0.754, a2 -0.752, xip 0.809, xin -0.790
loglh: 5511385.42, a 0.462, phi 0.758, a1 0.748, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511385.86, a 0.462, phi 0.758, a1 0.748, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511385.86, a 0.462, phi 0.758, a1 0.748, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511384.46, a 0.462, phi 0.740, a1 0.754, a2 -0.746, xip 0.809, xin -0.790
loglh: 5511386.70, a 0.462, phi 0.740, a1 0.754, a2 -0.752, xip 0.820, xin -0.790
loglh: 5511385.05, a 0.462, phi 0.740, a1 0.754, a2 -0.752, xip 0.809, xin -0.779
loglh: 5511385.01, a 0.462, phi 0.740, a1 0.748, a2 -0.746, xip 0.820, xin -0.790
loglh: 5511386.66, a 0.462, phi 0.740, a1 0.748, a2 -0.746, xip 0.809, xin -0.779
loglh: 5511385.86, a 0.462, phi 0.740, a1 0.748, a2 -0.752, xip 0.820, xin -0.779
-------------------------------------------------------------------------------------------
|   | Name  |   Value   | Hesse Err | Minos Err- | Minos Err+ | Limit-  | Limit+  | Fixed |
-------------------------------------------------------------------------------------------
| 0 | alpha |   0.462   |   0.004   |            |            |   -1    |    1    |       |
| 1 | dphi  |   0.740   |   0.012   |            |            |-3.14159 | 3.14159 |       |
| 2 | alph1 |   0.748   |   0.005   |            |            |    0    |    1    |       |
| 3 | alph2 |  -0.752   |   0.005   |            |            |   -1    |    0    |       |
| 4 | xip   |   0.809   |   0.007   |            |            |    0    |  1.01   |       |
| 5 | xin   |  -0.790   |   0.007   |            |            |  -1.01  |    0    |       |
-------------------------------------------------------------------------------------------
------------------------------------------------------------------
| FCN = 5.511E+06               |     Ncalls=173 (173 total)     |
| EDM = 0.000199 (Goal: 5E-06)  |            up = 0.5            |
------------------------------------------------------------------
|  Valid Min.   | Valid Param.  | Above EDM | Reached call limit |
------------------------------------------------------------------
|     True      |     True      |   False   |       False        |
------------------------------------------------------------------
| Hesse failed  |   Has cov.    | Accurate  | Pos. def. | Forced |
------------------------------------------------------------------
|     False     |     True      |   True    |   True    | False  |
------------------------------------------------------------------
[[ 1.          0.23109987 -0.10126133  0.09544944 -0.04311382  0.0380365 ]
 [ 0.23109987  1.         -0.13318708  0.14176499  0.07413548 -0.07189656]
 [-0.10126133 -0.13318708  1.          0.3833939  -0.2102385   0.20511035]
 [ 0.09544944  0.14176499  0.3833939   1.          0.21887452 -0.20735612]
 [-0.04311382  0.07413548 -0.2102385   0.21887452  1.         -0.15548666]
 [ 0.0380365  -0.07189656  0.20511035 -0.20735612 -0.15548666  1.        ]]
alpha: 1.368
dphi : 3.710
alph1: 1.558
alph2: 1.580
xip  : 2.332
xin  : 2.325
New fit: ss3d, constr: True
N = 100000
MULT = 2
[[ 1.          0.28772961 -0.06690843  0.04664034]
 [ 0.28772961  1.         -0.05665309  0.07923782]
 [-0.06690843 -0.05665309  1.          0.86908903]
 [ 0.04664034  0.07923782  0.86908903  1.        ]]
[0.00771995 0.01685758 0.01521294 0.01553734]
Concentration matrix:
[[ 18763.26251804  -2116.58675754   2977.87516744  -2786.85714765]
 [ -2116.58675754   4025.26292742   1816.46403657  -1842.7135814 ]
 [  2977.87516744   1816.46403657  19355.1709603  -16695.32750192]
 [ -2786.85714765  -1842.7135814  -16695.32750192  18572.1299601 ]]
loglh: 5506895.21, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5507277.91, a 0.558, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5507182.37, a 0.358, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506905.52, a 0.471, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506891.61, a 0.451, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506900.89, a 0.467, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506892.16, a 0.455, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5517085.39, a 0.461, phi 1.702, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5513552.30, a 0.461, phi -0.305, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5507232.93, a 0.461, phi 0.842, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506739.88, a 0.461, phi 0.637, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506926.19, a 0.461, phi 0.752, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506866.87, a 0.461, phi 0.728, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506587.54, a 0.461, phi 0.740, a1 0.844, a2 -0.750, xip 0.500, xin -0.500
loglh: 5507823.93, a 0.461, phi 0.740, a1 0.642, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506839.57, a 0.461, phi 0.740, a1 0.760, a2 -0.750, xip 0.500, xin -0.500
loglh: 5506957.15, a 0.461, phi 0.740, a1 0.740, a2 -0.750, xip 0.500, xin -0.500
loglh: 5507842.95, a 0.461, phi 0.740, a1 0.750, a2 -0.642, xip 0.500, xin -0.500
loglh: 5506555.06, a 0.461, phi 0.740, a1 0.750, a2 -0.844, xip 0.500, xin -0.500
loglh: 5506959.79, a 0.461, phi 0.740, a1 0.750, a2 -0.740, xip 0.500, xin -0.500
loglh: 5506836.79, a 0.461, phi 0.740, a1 0.750, a2 -0.760, xip 0.500, xin -0.500
loglh: 5505536.05, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.743, xin -0.500
loglh: 5509801.41, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.259, xin -0.500
loglh: 5506678.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.525, xin -0.500
loglh: 5507128.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.475, xin -0.500
loglh: 5506807.03, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.510, xin -0.500
loglh: 5506986.02, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.490, xin -0.500
loglh: 5509709.48, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.259
loglh: 5505632.85, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.743
loglh: 5507119.03, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.475
loglh: 5506688.09, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.525
loglh: 5506982.03, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.490
loglh: 5506811.02, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.510
loglh: 5505486.81, a 0.451, phi 0.601, a1 0.838, a2 -0.844, xip 0.817, xin -0.805
loglh: 5504434.33, a 0.455, phi 0.654, a1 0.806, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504437.74, a 0.461, phi 0.654, a1 0.806, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504433.62, a 0.448, phi 0.654, a1 0.806, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504430.32, a 0.455, phi 0.666, a1 0.806, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504441.36, a 0.455, phi 0.642, a1 0.806, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504453.72, a 0.455, phi 0.654, a1 0.812, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504417.26, a 0.455, phi 0.654, a1 0.800, a2 -0.810, xip 0.706, xin -0.697
loglh: 5504419.17, a 0.455, phi 0.654, a1 0.806, a2 -0.804, xip 0.706, xin -0.697
loglh: 5504451.78, a 0.455, phi 0.654, a1 0.806, a2 -0.816, xip 0.706, xin -0.697
loglh: 5504426.29, a 0.455, phi 0.654, a1 0.806, a2 -0.810, xip 0.715, xin -0.697
loglh: 5504445.71, a 0.455, phi 0.654, a1 0.806, a2 -0.810, xip 0.696, xin -0.697
loglh: 5504444.72, a 0.455, phi 0.654, a1 0.806, a2 -0.810, xip 0.706, xin -0.687
loglh: 5504427.30, a 0.455, phi 0.654, a1 0.806, a2 -0.810, xip 0.706, xin -0.706
loglh: 5504230.47, a 0.449, phi 0.674, a1 0.768, a2 -0.777, xip 0.750, xin -0.737
loglh: 5504204.78, a 0.446, phi 0.685, a1 0.744, a2 -0.756, xip 0.775, xin -0.760
loglh: 5504203.72, a 0.447, phi 0.684, a1 0.748, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504200.40, a 0.453, phi 0.684, a1 0.748, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504209.71, a 0.440, phi 0.684, a1 0.748, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504197.85, a 0.447, phi 0.695, a1 0.748, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504212.25, a 0.447, phi 0.672, a1 0.748, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504198.97, a 0.447, phi 0.684, a1 0.755, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504212.27, a 0.447, phi 0.684, a1 0.741, a2 -0.759, xip 0.771, xin -0.757
loglh: 5504211.91, a 0.447, phi 0.684, a1 0.748, a2 -0.752, xip 0.771, xin -0.757
loglh: 5504199.27, a 0.447, phi 0.684, a1 0.748, a2 -0.766, xip 0.771, xin -0.757
loglh: 5504199.31, a 0.447, phi 0.684, a1 0.748, a2 -0.759, xip 0.779, xin -0.757
loglh: 5504210.09, a 0.447, phi 0.684, a1 0.748, a2 -0.759, xip 0.764, xin -0.757
loglh: 5504210.44, a 0.447, phi 0.684, a1 0.748, a2 -0.759, xip 0.771, xin -0.750
loglh: 5504199.00, a 0.447, phi 0.684, a1 0.748, a2 -0.759, xip 0.771, xin -0.765
loglh: 5504160.63, a 0.457, phi 0.730, a1 0.748, a2 -0.759, xip 0.795, xin -0.782
loglh: 5504159.06, a 0.459, phi 0.740, a1 0.748, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504160.36, a 0.465, phi 0.740, a1 0.748, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504160.35, a 0.453, phi 0.740, a1 0.748, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504162.19, a 0.459, phi 0.752, a1 0.748, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504158.70, a 0.459, phi 0.729, a1 0.748, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504160.54, a 0.459, phi 0.740, a1 0.754, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504160.26, a 0.459, phi 0.740, a1 0.742, a2 -0.759, xip 0.800, xin -0.787
loglh: 5504159.77, a 0.459, phi 0.740, a1 0.748, a2 -0.753, xip 0.800, xin -0.787
loglh: 5504161.03, a 0.459, phi 0.740, a1 0.748, a2 -0.765, xip 0.800, xin -0.787
loglh: 5504158.85, a 0.459, phi 0.740, a1 0.748, a2 -0.759, xip 0.808, xin -0.787
loglh: 5504161.60, a 0.459, phi 0.740, a1 0.748, a2 -0.759, xip 0.791, xin -0.787
loglh: 5504161.50, a 0.459, phi 0.740, a1 0.748, a2 -0.759, xip 0.800, xin -0.779
loglh: 5504158.96, a 0.459, phi 0.740, a1 0.748, a2 -0.759, xip 0.800, xin -0.795
loglh: 5504157.50, a 0.460, phi 0.736, a1 0.746, a2 -0.756, xip 0.806, xin -0.793
loglh: 5504157.48, a 0.460, phi 0.736, a1 0.746, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504158.91, a 0.466, phi 0.736, a1 0.746, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504158.67, a 0.453, phi 0.736, a1 0.746, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504158.58, a 0.460, phi 0.747, a1 0.746, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504159.01, a 0.460, phi 0.725, a1 0.746, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504158.83, a 0.460, phi 0.736, a1 0.752, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504158.80, a 0.460, phi 0.736, a1 0.740, a2 -0.756, xip 0.807, xin -0.794
loglh: 5504158.61, a 0.460, phi 0.736, a1 0.746, a2 -0.750, xip 0.807, xin -0.794
loglh: 5504159.03, a 0.460, phi 0.736, a1 0.746, a2 -0.762, xip 0.807, xin -0.794
loglh: 5504158.70, a 0.460, phi 0.736, a1 0.746, a2 -0.756, xip 0.815, xin -0.794
loglh: 5504158.81, a 0.460, phi 0.736, a1 0.746, a2 -0.756, xip 0.798, xin -0.794
loglh: 5504158.74, a 0.460, phi 0.736, a1 0.746, a2 -0.756, xip 0.807, xin -0.785
loglh: 5504158.77, a 0.460, phi 0.736, a1 0.746, a2 -0.756, xip 0.807, xin -0.802
loglh: 5504157.45, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.79, a 0.466, phi 0.737, a1 0.746, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.74, a 0.453, phi 0.737, a1 0.746, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.77, a 0.460, phi 0.748, a1 0.746, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.76, a 0.460, phi 0.726, a1 0.746, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.70, a 0.460, phi 0.737, a1 0.752, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.84, a 0.460, phi 0.737, a1 0.740, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504158.78, a 0.460, phi 0.737, a1 0.746, a2 -0.750, xip 0.807, xin -0.794
loglh: 5504158.76, a 0.460, phi 0.737, a1 0.746, a2 -0.761, xip 0.807, xin -0.794
loglh: 5504158.72, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.816, xin -0.794
loglh: 5504158.80, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.798, xin -0.794
loglh: 5504158.78, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.807, xin -0.785
loglh: 5504158.74, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.807, xin -0.803
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.466, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.453, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.748, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.726, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.75, a 0.459, phi 0.737, a1 0.752, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.740, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.737, a1 0.746, a2 -0.750, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.746, a2 -0.761, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.816, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.799, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.785
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.803
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.466, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.453, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.748, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.726, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.75, a 0.459, phi 0.737, a1 0.752, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.740, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.737, a1 0.746, a2 -0.750, xip 0.808, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.746, a2 -0.761, xip 0.808, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.816, xin -0.794
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.799, xin -0.794
loglh: 5504158.76, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.785
loglh: 5504158.77, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.803
loglh: 5504157.50, a 0.461, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.50, a 0.458, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.460, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.740, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.735, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.738, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.737, a1 0.747, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.737, a1 0.745, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.737, a1 0.746, a2 -0.754, xip 0.808, xin -0.794
loglh: 5504157.51, a 0.459, phi 0.737, a1 0.746, a2 -0.756, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.756, xip 0.808, xin -0.794
loglh: 5504157.51, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.809, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.806, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.807, xin -0.794
loglh: 5504157.50, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.793
loglh: 5504157.51, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.796
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504157.45, a 0.459, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.795
loglh: 5504160.14, a 0.466, phi 0.748, a1 0.746, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504160.15, a 0.466, phi 0.737, a1 0.752, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504159.99, a 0.466, phi 0.737, a1 0.746, a2 -0.750, xip 0.808, xin -0.794
loglh: 5504159.98, a 0.466, phi 0.737, a1 0.746, a2 -0.755, xip 0.816, xin -0.794
loglh: 5504160.17, a 0.466, phi 0.737, a1 0.746, a2 -0.755, xip 0.808, xin -0.785
loglh: 5504159.96, a 0.459, phi 0.748, a1 0.752, a2 -0.755, xip 0.808, xin -0.794
loglh: 5504160.19, a 0.459, phi 0.748, a1 0.746, a2 -0.750, xip 0.808, xin -0.794
loglh: 5504159.38, a 0.459, phi 0.748, a1 0.746, a2 -0.755, xip 0.816, xin -0.794
loglh: 5504160.74, a 0.459, phi 0.748, a1 0.746, a2 -0.755, xip 0.808, xin -0.785
loglh: 5504158.95, a 0.459, phi 0.737, a1 0.752, a2 -0.750, xip 0.808, xin -0.794
loglh: 5504160.98, a 0.459, phi 0.737, a1 0.752, a2 -0.755, xip 0.816, xin -0.794
loglh: 5504159.17, a 0.459, phi 0.737, a1 0.752, a2 -0.755, xip 0.808, xin -0.785
loglh: 5504159.13, a 0.459, phi 0.737, a1 0.746, a2 -0.750, xip 0.816, xin -0.794
loglh: 5504160.97, a 0.459, phi 0.737, a1 0.746, a2 -0.750, xip 0.808, xin -0.785
